total_sum;is_correct
209180;yes
164527;yes
-58516;yes
69357;yes
32041;yes
-57314;yes
182873;yes
-11785;yes
-241082;yes
205771;yes
209976;yes
-185202;yes
6283;yes
21131;yes
111631;yes
-155945;yes
167984;yes
-27324;yes
38819;yes
-155796;yes
56104;yes
-85323;yes
-7766;yes
65736;yes
-47271;yes
33732;yes
112688;yes
176428;yes
30439;yes
-17452;yes
-162372;yes
-79451;yes
67141;yes
71951;yes
96924;yes
46404;yes
101208;yes
7463;yes
-72036;yes
178567;yes
-126932;yes
-24378;yes
155377;yes
-184832;yes
-11646;yes
56084;yes
-142048;yes
-63074;yes
171906;yes
153874;yes
-24970;yes
-100917;yes
77779;yes
-29927;yes
-100185;yes
30100;yes
-30499;yes
-47394;yes
-92963;yes
-146151;yes
-135584;yes
-211784;yes
143255;yes
-155387;yes
-92805;yes
51877;yes
-125577;yes
-163770;yes
148936;yes
-30686;yes
118970;yes
40693;yes
71485;yes
-53283;yes
-219481;yes
36672;yes
67816;yes
55210;yes
-66186;yes
85480;yes
148934;yes
-196;yes
202665;yes
259222;yes
-46600;yes
74978;yes
250993;yes
125954;yes
16789;yes
216011;yes
70084;yes
-116423;yes
-78150;yes
-57375;yes
-154767;yes
-187519;yes
90824;yes
169005;yes
140508;yes
183705;yes
-123504;yes
-25348;yes
-200914;yes
-79957;yes
3428;yes
2274;yes
51645;yes
621;yes
-66270;yes
-4710;yes
36326;yes
137301;yes
124988;yes
-96937;yes
-160422;yes
69755;yes
-29188;yes
59020;yes
-88759;yes
-68911;yes
-23244;yes
103416;yes
73884;yes
75061;yes
14121;yes
206956;yes
47921;yes
111238;yes
49180;yes
-109234;yes
78199;yes
-63185;yes
39749;yes
56123;yes
51964;yes
-124185;yes
91239;yes
-201967;yes
-31309;yes
80980;yes
-13736;yes
-165859;yes
95150;yes
-100576;yes
40469;yes
102863;yes
-24439;yes
132770;yes
64462;yes
-118460;yes
40889;yes
151779;yes
-186656;yes
168338;yes
-118979;yes
158118;yes
-18224;yes
213655;yes
235003;yes
70236;yes
-86118;yes
-22965;yes
-109019;yes
89679;yes
-92657;yes
-55956;yes
-134485;yes
226393;yes
168804;yes
203212;yes
114838;yes
-187504;yes
-56624;yes
-133517;yes
24756;yes
-94041;yes
-153786;yes
195382;yes
-179322;yes
934;yes
-104478;yes
1418;yes
-177225;yes
26269;yes
156080;yes
35528;yes
47862;yes
7259;yes
102970;yes
-88618;yes
63916;yes
135186;yes
-75962;yes
-74118;yes
-87228;yes
-123264;yes
58786;yes
1941;yes
11753;yes
-199776;yes
-104206;yes
35400;yes
140637;yes
185883;yes
-22160;yes
-49953;yes
-19510;yes
165123;yes
152241;yes
-118187;yes
114217;yes
-47637;yes
-27290;yes
193054;yes
204220;yes
-17396;yes
117061;yes
159735;yes
-164547;yes
-24996;yes
-147215;yes
211329;yes
-68158;yes
51469;yes
-67105;yes
-130896;yes
-196;yes
-239873;yes
-49495;yes
3974;yes
-82094;yes
-54978;yes
48160;yes
-215721;yes
245591;yes
19410;yes
-65102;yes
143494;yes
33398;yes
7437;yes
-165276;yes
-32673;yes
-22320;yes
-59091;yes
-36747;yes
236828;yes
-21174;yes
23147;yes
7059;yes
186765;yes
147430;yes
-91728;yes
21463;yes
-14032;yes
-95758;yes
-58686;yes
188926;yes
51837;yes
-211718;yes
-54693;yes
-102517;yes
117377;yes
89783;yes
58267;yes
120151;yes
99840;yes
-20216;yes
-141291;yes
-48110;yes
124507;yes
58196;yes
-70471;yes
228219;yes
38126;yes
-148243;yes
117414;yes
-143240;yes
-50879;yes
-164752;yes
25456;yes
147590;yes
101625;yes
-144037;yes
-131444;yes
101377;yes
94247;yes
-111041;yes
-146423;yes
-165169;yes
267843;yes
-17692;yes
82530;yes
-102070;yes
-53048;yes
50578;yes
-4025;yes
-16834;yes
202270;yes
160397;yes
-74566;yes
-18173;yes
71986;yes
130628;yes
-278864;yes
59155;yes
22042;yes
50855;yes
-50759;yes
-27109;yes
-98190;yes
22436;yes
73217;yes
-131550;yes
-93507;yes
134714;yes
87542;yes
38654;yes
-21554;yes
43127;yes
168810;yes
5149;yes
80267;yes
9447;yes
39334;yes
156385;yes
-79184;yes
9815;yes
115202;yes
105490;yes
-61853;yes
31541;yes
-122501;yes
-300521;yes
24574;yes
-247541;yes
-58381;yes
-75535;yes
-312971;yes
-14541;yes
6917;yes
82226;yes
52736;yes
128004;yes
68439;yes
-89203;yes
-168576;yes
82153;yes
130610;yes
96628;yes
-81568;yes
231370;yes
83703;yes
-163452;yes
-187945;yes
-223580;yes
11493;yes
-239501;yes
40688;yes
184289;yes
31837;yes
149753;yes
55992;yes
83131;yes
156294;yes
63205;yes
-93617;yes
-41742;yes
-57220;yes
-86185;yes
-12364;yes
134835;yes
329709;yes
-4382;yes
240476;yes
43483;yes
162735;yes
-242359;yes
150788;yes
35138;yes
39071;yes
91475;yes
153301;yes
49653;yes
-79058;yes
-78329;yes
21883;yes
175450;yes
16384;yes
248278;yes
-41843;yes
-83271;yes
101304;yes
-84118;yes
-12620;yes
-19834;yes
-93072;yes
37323;yes
96144;yes
71702;yes
85413;yes
32988;yes
-11959;yes
-149650;yes
-22338;yes
111342;yes
57118;yes
-42318;yes
-47542;yes
29607;yes
125589;yes
64508;yes
-174528;yes
130016;yes
79489;yes
176230;yes
-21600;yes
-17098;yes
-107278;yes
-168770;yes
90665;yes
121055;yes
53707;yes
205040;yes
-24903;yes
-79924;yes
197033;yes
28997;yes
-189006;yes
5877;yes
149953;yes
37078;yes
-21165;yes
-103860;yes
-75843;yes
-30036;yes
-150574;yes
60709;yes
53839;yes
-19154;yes
-187939;yes
-75991;yes
157225;yes
113254;yes
-178828;yes
-12720;yes
7765;yes
-59109;yes
70642;yes
-53832;yes
-155592;yes
-6887;yes
-175521;yes
19134;yes
1736;yes
-9603;yes
-28687;yes
106767;yes
-83952;yes
-81688;yes
140773;yes
-73428;yes
-118560;yes
-144576;yes
-110705;yes
19154;yes
-7297;yes
-23956;yes
-54981;yes
-84706;yes
-166123;yes
-46541;yes
83325;yes
-191504;yes
14873;yes
-38880;yes
46531;yes
25616;yes
-160738;yes
-28916;yes
-263381;yes
163667;yes
-3460;yes
-942;yes
-125269;yes
70256;yes
-94083;yes
108210;yes
228713;yes
111962;yes
242778;yes
-214739;yes
-157405;yes
133146;yes
-4832;yes
344329;yes
36255;yes
57997;yes
7789;yes
81795;yes
-39041;yes
-154176;yes
-75722;yes
93051;yes
91561;yes
-247762;yes
-226497;yes
161556;yes
-190102;yes
147827;yes
9482;yes
11597;yes
205133;yes
-136189;yes
-76788;yes
72673;yes
47460;yes
-303093;yes
64495;yes
-40186;yes
-126310;yes
176869;yes
137413;yes
-48173;yes
186035;yes
-13177;yes
-183072;yes
-167593;yes
260276;yes
-217175;yes
50657;yes
243988;yes
28462;yes
-52387;yes
-43449;yes
-149279;yes
-239925;yes
-247300;yes
-84230;yes
188219;yes
-147066;yes
34888;yes
-314562;yes
-6004;yes
23967;yes
-81111;yes
-42634;yes
-71256;yes
111018;yes
-154764;yes
-130592;yes
-99056;yes
-68316;yes
-219912;yes
44112;yes
182956;yes
230330;yes
-60965;yes
89356;yes
96487;yes
-195657;yes
155563;yes
-115091;yes
-9347;yes
-105673;yes
266677;yes
-22310;yes
157847;yes
-139832;yes
71599;yes
-84;yes
-156586;yes
172325;yes
193162;yes
46578;yes
21117;yes
-46592;yes
-10788;yes
84043;yes
-27376;yes
153598;yes
-93174;yes
-48252;yes
118833;yes
79460;yes
-132041;yes
6080;yes
53384;yes
212815;yes
-2472;yes
-56960;yes
-61716;yes
153871;yes
131116;yes
-89724;yes
208032;yes
-40510;yes
30085;yes
-95187;yes
63685;yes
-83389;yes
-330977;yes
-90660;yes
-75531;yes
105295;yes
57372;yes
19515;yes
-132551;yes
18147;yes
-134092;yes
-51010;yes
-202805;yes
188456;yes
91910;yes
57728;yes
56669;yes
107904;yes
198089;yes
13693;yes
-114960;yes
48669;yes
-64771;yes
90562;yes
-68195;yes
68809;yes
-165119;yes
-137141;yes
117721;yes
39052;yes
-135138;yes
-46366;yes
164379;yes
25339;yes
176128;yes
137355;yes
96273;yes
-16886;yes
102026;yes
-210224;yes
-152155;yes
-26304;yes
66722;yes
8264;yes
-63520;yes
122168;yes
210123;yes
128785;yes
232232;yes
154887;yes
-91075;yes
-8098;yes
44641;yes
36976;yes
-190804;yes
-90865;yes
181841;yes
-37822;yes
58194;yes
-236363;yes
22144;yes
-153729;yes
-214555;yes
-181413;yes
1978;yes
-21811;yes
152245;yes
-164178;yes
-4216;yes
-196345;yes
72676;yes
-73569;yes
-9143;yes
-77875;yes
-113379;yes
-32897;yes
-248429;yes
-20742;yes
-138596;yes
-123417;yes
-29592;yes
-130864;yes
54907;yes
66873;yes
-81573;yes
50311;yes
3923;yes
140365;yes
47183;yes
-37556;yes
-124500;yes
-199568;yes
-277058;yes
65711;yes
62502;yes
137776;yes
138962;yes
-111159;yes
56082;yes
-67488;yes
8957;yes
-60170;yes
-165484;yes
-111704;yes
-55781;yes
-100141;yes
100999;yes
-104442;yes
-16309;yes
70507;yes
-84929;yes
-128182;yes
130697;yes
32374;yes
35278;yes
22347;yes
-38545;yes
25436;yes
109016;yes
75348;yes
142006;yes
-26986;yes
77660;yes
-260793;yes
-75375;yes
62096;yes
-111720;yes
90712;yes
13380;yes
-68375;yes
-69019;yes
-130450;yes
278368;yes
135533;yes
83023;yes
32676;yes
232549;yes
56502;yes
-76980;yes
-92808;yes
153559;yes
36675;yes
229238;yes
-79868;yes
219613;yes
-31636;yes
-84200;yes
-95633;yes
-37614;yes
-17536;yes
17978;yes
-46789;yes
-30410;yes
172842;yes
66271;yes
101625;yes
118397;yes
63112;yes
66220;yes
144464;yes
-215729;yes
-36405;yes
68387;yes
-49174;yes
170051;yes
-78256;yes
-34425;yes
-132629;yes
-100515;yes
18514;yes
-41966;yes
-49566;yes
-114994;yes
-134688;yes
-80009;yes
16031;yes
-43310;yes
62159;yes
-138476;yes
66344;yes
150358;yes
-256699;yes
149032;yes
113973;yes
192615;yes
19137;yes
66725;yes
29967;yes
6860;yes
46646;yes
102159;yes
-53009;yes
30673;yes
26623;yes
-65185;yes
-115177;yes
106216;yes
104430;yes
191061;yes
87194;yes
112055;yes
-61777;yes
112875;yes
20728;yes
90108;yes
-106530;yes
-73554;yes
-109643;yes
-73310;yes
151134;yes
-117558;yes
-79080;yes
-152532;yes
176278;yes
102777;yes
31216;yes
-180546;yes
77607;yes
-145316;yes
-83863;yes
21834;yes
41787;yes
-214876;yes
-277226;yes
171568;yes
-13311;yes
-198627;yes
116071;yes
81708;yes
92322;yes
60655;yes
30999;yes
22479;yes
176187;yes
-152994;yes
132400;yes
-147470;yes
65345;yes
90360;yes
108719;yes
-124682;yes
120600;yes
-156511;yes
50277;yes
-80994;yes
-17041;yes
36060;yes
158223;yes
-70565;yes
-145271;yes
-77951;yes
18886;yes
-56991;yes
48900;yes
-6172;yes
38059;yes
180002;yes
-138286;yes
153574;yes
174872;yes
-92547;yes
170170;yes
102960;yes
-228733;yes
-143441;yes
-19037;yes
196925;yes
-172375;yes
137093;yes
22233;yes
-33018;yes
-150486;yes
257857;yes
120836;yes
29815;yes
-78439;yes
-88410;yes
-186928;yes
-114964;yes
-117440;yes
-167176;yes
-93666;yes
101827;yes
193281;yes
-109640;yes
112699;yes
-867;yes
75264;yes
-126154;yes
-1881;yes
272584;yes
157694;yes
34241;yes
-258749;yes
-23903;yes
116313;yes
-153177;yes
-154838;yes
102286;yes
-84993;yes
49990;yes
-9910;yes
25841;yes
69035;yes
168780;yes
92805;yes
-201519;yes
224296;yes
-209914;yes
58569;yes
138658;yes
-247700;yes
-85646;yes
-254602;yes
-44156;yes
-353514;yes
90438;yes
-11848;yes
-64476;yes
-215253;yes
184992;yes
46598;yes
-2976;yes
-4745;yes
-109930;yes
-100564;yes
92113;yes
-11292;yes
5043;yes
-29722;yes
-50936;yes
-77607;yes
46450;yes
68074;yes
-79667;yes
175235;yes
30132;yes
103079;yes
131916;yes
-247458;yes
273383;yes
-103571;yes
159209;yes
-60593;yes
-243292;yes
-117906;yes
157069;yes
245191;yes
2367;yes
95525;yes
131171;yes
-77401;yes
100883;yes
-99256;yes
8996;yes
-66572;yes
-65632;yes
110889;yes
249600;yes
57911;yes
-66954;yes
-19680;yes
124136;yes
-47219;yes
98613;yes
-126321;yes
275313;yes
-169371;yes
-107330;yes
-86980;yes
68151;yes
-11670;yes
136124;yes
-240017;yes
120780;yes
-18550;yes
-57021;yes
-75301;yes
-59114;yes
-232472;yes
-10324;yes
-32513;yes
-41631;yes
-42736;yes
304597;yes
-67571;yes
-167638;yes
-52667;yes
7235;yes
102552;yes
-201079;yes
41053;yes
141262;yes
-288362;yes
-229151;yes
118966;yes
89837;yes
174409;yes
15426;yes
95846;yes
83163;yes
114996;yes
-83842;yes
-85446;yes
-4685;yes
-43456;yes
-263623;yes
-47910;yes
-61110;yes
181141;yes
21409;yes
18815;yes
255218;yes
-59042;yes
199073;yes
-63219;yes
-94956;yes
162483;yes
20510;yes
-66868;yes
13286;yes
-121138;yes
-14222;yes
-115451;yes
-32179;yes
-31014;yes
19679;yes
105260;yes
-105641;yes
-165886;yes
-27513;yes
9499;yes
-3184;yes
-17133;yes
-48353;yes
263797;yes
157627;yes
80435;yes
-180439;yes
45891;yes
84550;yes
71691;yes
-31378;yes
55173;yes
-174644;yes
-24767;yes
-74920;yes
-89863;yes
288808;yes
120362;yes
129047;yes
-11146;yes
-41752;yes
25842;yes
101788;yes
-107724;yes
-114079;yes
-179797;yes
78621;yes
-143476;yes
-162692;yes
-44128;yes
-141873;yes
-128095;yes
203223;yes
100190;yes
-5715;yes
49421;yes
-176613;yes
-237945;yes
-43810;yes
597;yes
79452;yes
28931;yes
-119088;yes
311301;yes
17458;yes
3565;yes
79414;yes
181773;yes
263834;yes
11484;yes
-101648;yes
-158755;yes
34917;yes
269090;yes
-65109;yes
-33602;yes
104369;yes
-139461;yes
92691;yes
134621;yes
131082;yes
-75493;yes
80596;yes
225073;yes
-7346;yes
-45750;yes
-198227;yes
-315509;yes
-244019;yes
101036;yes
198079;yes
22746;yes
95891;yes
152738;yes
-138192;yes
-68030;yes
192222;yes
-223883;yes
297651;yes
176014;yes
-268844;yes
169624;yes
134273;yes
95967;yes
-13430;yes
52202;yes
178500;yes
219334;yes
-19290;yes
-96748;yes
-14401;yes
-292202;yes
-8742;yes
-83423;yes
-108248;yes
-144077;yes
136184;yes
-237944;yes
-56425;yes
24366;yes
122074;yes
26114;yes
53682;yes
-9809;yes
82995;yes
114532;yes
-173341;yes
-36244;yes
23198;yes
41435;yes
-166392;yes
31512;yes
-90471;yes
87128;yes
55371;yes
-203297;yes
-18586;yes
31189;yes
147728;yes
-24502;yes
-185073;yes
-122351;yes
-205608;yes
26609;yes
-105336;yes
-186955;yes
-68389;yes
40091;yes
-149311;yes
37745;yes
144603;yes
-78739;yes
-201142;yes
-276732;yes
161851;yes
-33792;yes
-225914;yes
-88021;yes
126565;yes
21;yes
-88974;yes
22126;yes
201427;yes
56271;yes
47105;yes
-40481;yes
150528;yes
-47043;yes
72330;yes
98764;yes
-280575;yes
214320;yes
174632;yes
-133359;yes
-26546;yes
39088;yes
-44341;yes
-60990;yes
26070;yes
191549;yes
135131;yes
18420;yes
102549;yes
59138;yes
-70205;yes
-4398;yes
2094;yes
125156;yes
91122;yes
-1047;yes
26603;yes
-84155;yes
-32838;yes
-137436;yes
72769;yes
-21404;yes
-132578;yes
-94623;yes
11784;yes
-224893;yes
223302;yes
-65399;yes
-249655;yes
221189;yes
-37878;yes
-163094;yes
161913;yes
352804;yes
-272978;yes
173027;yes
-55895;yes
51664;yes
-274585;yes
-252607;yes
59333;yes
24285;yes
5133;yes
-18792;yes
110526;yes
72945;yes
-45677;yes
99394;yes
58815;yes
42075;yes
-175725;yes
-151964;yes
-57988;yes
-178669;yes
64514;yes
12126;yes
67258;yes
-153934;yes
9548;yes
-79557;yes
97868;yes
-144084;yes
35319;yes
243871;yes
-49704;yes
1268;yes
85039;yes
-193130;yes
137801;yes
-133642;yes
104800;yes
-36800;yes
104648;yes
162347;yes
-46510;yes
196312;yes
13774;yes
-53807;yes
-134635;yes
-85960;yes
-186664;yes
-141399;yes
-243248;yes
-200753;yes
-116086;yes
15678;yes
-5152;yes
46001;yes
67663;yes
50624;yes
98766;yes
74176;yes
25714;yes
30471;yes
2840;yes
28875;yes
-172607;yes
-255023;yes
168322;yes
-257426;yes
60917;yes
-157500;yes
202908;yes
-76464;yes
54249;yes
-87041;yes
-102979;yes
347073;yes
21942;yes
135883;yes
-5571;yes
-90328;yes
298933;yes
-92183;yes
-210812;yes
22658;yes
-218724;yes
170114;yes
-12077;yes
-105155;yes
-205505;yes
-247284;yes
-97628;yes
-190036;yes
184199;yes
-33862;yes
-93811;yes
179161;yes
-21257;yes
-97382;yes
-245810;yes
-86255;yes
-4319;yes
-142542;yes
69277;yes
51302;yes
215247;yes
186597;yes
22724;yes
-226770;yes
-18380;yes
-90122;yes
182399;yes
219420;yes
-31805;yes
-170432;yes
69843;yes
3047;yes
219376;yes
-34986;yes
-208835;yes
127715;yes
175693;yes
-86997;yes
-66276;yes
92650;yes
-71108;yes
205943;yes
-139417;yes
106688;yes
11972;yes
120094;yes
-175958;yes
-15850;yes
-2307;yes
93623;yes
-156828;yes
87228;yes
-32544;yes
-128673;yes
46940;yes
32981;yes
146734;yes
144569;yes
-137832;yes
-226133;yes
-114101;yes
77053;yes
-88732;yes
255337;yes
12409;yes
257764;yes
40263;yes
10782;yes
136804;yes
221718;yes
-143524;yes
-4103;yes
117930;yes
83720;yes
-23987;yes
204584;yes
-125715;yes
318652;yes
-95794;yes
-121246;yes
147540;yes
54397;yes
719;yes
-14455;yes
-51225;yes
-10261;yes
-40171;yes
-26482;yes
-220068;yes
-89003;yes
33392;yes
-56088;yes
-97554;yes
119840;yes
-103150;yes
-89932;yes
47923;yes
-69217;yes
-227900;yes
-245859;yes
-283920;yes
181542;yes
11769;yes
154910;yes
-71386;yes
-198579;yes
34969;yes
145674;yes
96971;yes
80217;yes
240870;yes
21714;yes
43766;yes
78429;yes
-15927;yes
-33217;yes
-249568;yes
-32474;yes
152498;yes
50002;yes
-238010;yes
-7912;yes
-129209;yes
282486;yes
-86904;yes
29595;yes
44018;yes
75762;yes
45319;yes
104410;yes
-209405;yes
344390;yes
-145303;yes
44486;yes
71559;yes
172760;yes
-337319;yes
148259;yes
129618;yes
-341584;yes
148548;yes
291943;yes
-175337;yes
-16056;yes
100658;yes
-12240;yes
-78717;yes
-115483;yes
-46967;yes
-55551;yes
-172199;yes
36679;yes
-91652;yes
5928;yes
58823;yes
17999;yes
-98572;yes
144736;yes
41112;yes
-20806;yes
59989;yes
24191;yes
104994;yes
-75855;yes
44450;yes
170674;yes
-148627;yes
-167864;yes
99189;yes
65200;yes
25825;yes
-174993;yes
32818;yes
87684;yes
89017;yes
-129825;yes
56811;yes
-11076;yes
114299;yes
3574;yes
-114376;yes
-86760;yes
-114356;yes
32525;yes
-48047;yes
6795;yes
173079;yes
162463;yes
62649;yes
69806;yes
-70280;yes
11608;yes
-54249;yes
97349;yes
71395;yes
-51748;yes
-81680;yes
27283;yes
-156561;yes
82451;yes
89760;yes
48012;yes
9132;yes
-32112;yes
-6716;yes
-165829;yes
110873;yes
-147462;yes
13046;yes
21398;yes
-17476;yes
151984;yes
9063;yes
-85951;yes
-137514;yes
14991;yes
11595;yes
82355;yes
63743;yes
-73876;yes
-161853;yes
-36476;yes
68979;yes
-83659;yes
-126781;yes
110173;yes
31776;yes
-214365;yes
82900;yes
50058;yes
269338;yes
40735;yes
54531;yes
-12659;yes
237022;yes
57037;yes
270223;yes
33417;yes
137008;yes
12296;yes
-17552;yes
63520;yes
-179812;yes
131069;yes
42031;yes
-175795;yes
-32483;yes
-16244;yes
-143267;yes
-149099;yes
134829;yes
23667;yes
-43712;yes
51265;yes
73745;yes
-48983;yes
-56672;yes
-22217;yes
-23549;yes
7550;yes
24960;yes
7465;yes
-48826;yes
-67493;yes
180321;yes
19843;yes
-94724;yes
154539;yes
-94973;yes
52899;yes
-29954;yes
155401;yes
-78058;yes
14338;yes
69107;yes
-73132;yes
-81351;yes
-81464;yes
137805;yes
7157;yes
-108702;yes
187836;yes
90195;yes
-40579;yes
-123900;yes
-30322;yes
14371;yes
30014;yes
-22747;yes
89666;yes
116527;yes
268573;yes
-36106;yes
-110270;yes
134168;yes
-6803;yes
37858;yes
-271124;yes
-46431;yes
-7358;yes
-1896;yes
118953;yes
-53240;yes
148962;yes
21496;yes
-128529;yes
-59550;yes
18931;yes
-93544;yes
-121574;yes
-151243;yes
-56192;yes
-5692;yes
139974;yes
16044;yes
83058;yes
103986;yes
136010;yes
-20108;yes
51034;yes
51092;yes
-17752;yes
86996;yes
-65635;yes
86796;yes
34762;yes
-137111;yes
84214;yes
-194632;yes
117779;yes
190870;yes
-106820;yes
-140313;yes
93198;yes
139449;yes
175027;yes
14493;yes
181696;yes
-142137;yes
118121;yes
-93811;yes
158261;yes
236698;yes
-65527;yes
-237401;yes
-134388;yes
-11139;yes
120564;yes
-180920;yes
-54038;yes
-107263;yes
-4125;yes
30812;yes
-45673;yes
175616;yes
66629;yes
220750;yes
57557;yes
96308;yes
131597;yes
69196;yes
-29008;yes
77941;yes
63517;yes
65444;yes
-13397;yes
-50891;yes
6623;yes
204116;yes
-25646;yes
-66689;yes
25346;yes
-69619;yes
170157;yes
-128767;yes
-33812;yes
163146;yes
-12117;yes
67148;yes
101629;yes
-157905;yes
86592;yes
-97029;yes
38362;yes
-28409;yes
-165078;yes
7396;yes
-17390;yes
-140467;yes
121904;yes
-22518;yes
25313;yes
145044;yes
200117;yes
-145995;yes
-143410;yes
100957;yes
32002;yes
242277;yes
-715;yes
-147119;yes
264265;yes
36531;yes
87838;yes
54457;yes
122502;yes
58294;yes
268280;yes
83604;yes
-113275;yes
-68923;yes
-77227;yes
-9634;yes
23985;yes
2666;yes
95799;yes
21462;yes
-133740;yes
64420;yes
-115941;yes
304588;yes
-225118;yes
39128;yes
12406;yes
59977;yes
-37354;yes
-143622;yes
-107041;yes
33219;yes
-185806;yes
57595;yes
-175438;yes
15279;yes
-7614;yes
16506;yes
99684;yes
164081;yes
30425;yes
-39124;yes
121597;yes
-30281;yes
171770;yes
182474;yes
233366;yes
-269650;yes
151819;yes
-19778;yes
61887;yes
-42577;yes
12956;yes
-12339;yes
-89776;yes
-181447;yes
39102;yes
-229959;yes
-53814;yes
55443;yes
-87352;yes
-196167;yes
51011;yes
-86933;yes
-139005;yes
207600;yes
103572;yes
65335;yes
217511;yes
20616;yes
-75080;yes
59958;yes
-297260;yes
-61749;yes
237627;yes
79311;yes
66335;yes
220155;yes
-64793;yes
63944;yes
82338;yes
294122;yes
-47147;yes
201106;yes
81257;yes
-85380;yes
106997;yes
43701;yes
48918;yes
-15471;yes
181134;yes
-137203;yes
101985;yes
-237843;yes
-108706;yes
10133;yes
39512;yes
-126414;yes
-104854;yes
-233836;yes
7845;yes
-4146;yes
-79394;yes
-78919;yes
172970;yes
-205357;yes
-101043;yes
64265;yes
-40478;yes
12359;yes
-57922;yes
27214;yes
9752;yes
-18158;yes
21862;yes
265807;yes
126891;yes
-297095;yes
-35025;yes
197912;yes
29485;yes
-66984;yes
114982;yes
-182461;yes
-161069;yes
200822;yes
-44946;yes
39842;yes
-46910;yes
-194261;yes
78475;yes
119074;yes
65316;yes
134705;yes
198311;yes
80786;yes
-97305;yes
176290;yes
62514;yes
94013;yes
59238;yes
-78186;yes
-182462;yes
-136450;yes
-19154;yes
10148;yes
-39646;yes
-219175;yes
-328986;yes
-7794;yes
-45004;yes
13379;yes
-97229;yes
59573;yes
-225027;yes
92733;yes
-191154;yes
82680;yes
-36147;yes
16211;yes
54912;yes
99662;yes
224342;yes
16742;yes
156610;yes
52418;yes
-284552;yes
-79220;yes
-157195;yes
152261;yes
-117200;yes
1947;yes
-66424;yes
-320478;yes
-233149;yes
31426;yes
-274627;yes
-368544;yes
-146240;yes
102149;yes
116087;yes
-107489;yes
-52812;yes
27780;yes
160354;yes
233276;yes
63468;yes
12634;yes
157757;yes
57513;yes
20902;yes
112014;yes
-27456;yes
-291441;yes
-15387;yes
-9889;yes
166360;yes
-84987;yes
-9394;yes
-6614;yes
-116772;yes
-164554;yes
-43621;yes
-96622;yes
63313;yes
153148;yes
122465;yes
94153;yes
360145;yes
-188002;yes
-64988;yes
-174386;yes
-210514;yes
40064;yes
196237;yes
143658;yes
61645;yes
212880;yes
6131;yes
-66749;yes
238782;yes
-101420;yes
42240;yes
161714;yes
-13510;yes
54943;yes
5324;yes
65396;yes
74545;yes
-63974;yes
-19992;yes
-47102;yes
-97471;yes
93425;yes
-16985;yes
93321;yes
146515;yes
-233173;yes
-39429;yes
113159;yes
119231;yes
6428;yes
56286;yes
-53139;yes
21802;yes
274266;yes
-91870;yes
192604;yes
-13014;yes
-23311;yes
169747;yes
-189866;yes
-204450;yes
-196811;yes
359491;yes
-100256;yes
-255137;yes
84118;yes
-18097;yes
44346;yes
-113759;yes
-121571;yes
135799;yes
13266;yes
83804;yes
138187;yes
-50766;yes
196826;yes
-233385;yes
147719;yes
-26502;yes
-56846;yes
-5072;yes
-83350;yes
93045;yes
-45917;yes
45178;yes
8169;yes
116054;yes
-187288;yes
-120558;yes
-130406;yes
144097;yes
379686;yes
-103094;yes
157568;yes
-30698;yes
-106741;yes
-165375;yes
13273;yes
224095;yes
7795;yes
136543;yes
-220764;yes
-220915;yes
-34082;yes
-85138;yes
91083;yes
49198;yes
56309;yes
196716;yes
-316396;yes
46748;yes
-258734;yes
-84012;yes
44304;yes
-8308;yes
84330;yes
264850;yes
-151939;yes
-13452;yes
-199093;yes
86771;yes
-89435;yes
130710;yes
99174;yes
76025;yes
165207;yes
-130248;yes
-248876;yes
